-2.09038	0.759312	-0.204487	7.99684	-0.00361061	-0.0721092	-0.121735	-1.21942	-3.81722	1.95578	1.61019	-0.0474777	0.50411	2.83981	-0.0142651	0.505264	0.314566	2.23362	-0.000127792	6.79694	0.217281	0.00771523	-0.012928	-1.38767	0.106916	
-2.08912	0.760569	-0.203798	7.9981	-0.00358772	-0.0723019	-0.12225	-1.21816	-3.81596	1.95703	1.64144	-0.0478134	0.505367	2.84106	-0.0140038	0.516521	0.325825	2.17487	-0.000131607	6.79819	0.218538	-0.00182724	-0.0130157	-1.38642	0.106508	
-2.07431	0.769695	-0.20026	8.00164	-0.00379372	-0.0741482	-0.123829	-1.21926	-3.82157	1.95899	1.61703	-0.0519066	0.503513	2.85191	-0.0138321	0.509478	0.310274	2.18421	-0.000120163	6.80879	0.201817	0.00554085	-0.0121746	-1.38727	0.106747	
-2.08645	0.758968	-0.203852	7.99923	-0.00355911	-0.0717468	-0.122648	-1.20758	-3.81329	1.95522	1.61411	-0.0479488	0.505777	2.85374	-0.0116348	0.507532	0.328497	2.17754	-0.000125885	6.78963	0.21759	0.00615692	-0.013134	-1.38544	0.106384	
-2.07825	0.76284	-0.206152	8.01019	-0.00350761	-0.0715141	-0.125395	-1.20654	-3.80814	1.96931	1.62098	-0.0446415	0.500513	2.85043	-0.0117455	0.520046	0.241423	2.19414	-0.000110626	6.81067	0.22118	-0.00732994	-0.0130482	-1.35854	0.0853672	
-2.09038	0.759312	-0.204487	8.01684	-0.00361061	-0.0721092	-0.121735	-1.21942	-3.81722	1.95578	1.61019	-0.0474777	0.50411	2.83981	-0.0142651	0.515266	0.344564	2.17361	-0.000127792	6.79694	0.217281	0.00771523	-0.012928	-1.38767	0.106916	
-2.08171	0.770628	-0.200359	8.01544	-0.0040493	-0.0723629	-0.118553	-1.21552	-3.80411	1.95945	1.61243	-0.0543118	0.497505	2.83631	-0.00723267	0.512308	0.257534	2.1909	-0.000143051	6.80882	0.199814	-0.0200844	-0.0115776	-1.3676	0.129921	
-2.08975	0.759865	-0.204365	7.99731	-0.00361824	-0.0719948	-0.121628	-1.21866	-3.8167	1.9664	1.61077	-0.0471478	0.504679	2.84039	-0.0143681	0.505802	0.314842	2.21271	-0.0001297	6.7977	0.217672	0.00797844	-0.0122757	-1.38692	0.107603	
-2.0892	0.760496	-0.204229	7.99761	-0.00360489	-0.072216	-0.120918	-1.21823	-3.81604	1.95696	1.61137	-0.0476036	0.525293	2.84099	-0.012104	0.506449	0.335751	2.1748	-0.000127792	6.79812	0.217915	0.00765419	-0.0130081	-1.38694	0.106512	
-2.09038	0.769312	-0.204487	7.99684	-0.00361061	-0.0721092	-0.121735	-1.21942	-3.81722	1.95578	1.61019	-0.0474777	0.50411	2.85981	-0.0142651	0.505264	0.344568	2.17361	-0.000127792	6.79694	0.217281	0.00771523	-0.012928	-1.38767	0.106916	
-2.08615	0.765896	-0.201061	8.00054	-0.00383377	-0.070713	-0.118961	-1.20599	-3.80517	1.9372	1.60368	-0.0457153	0.470612	2.82907	-0.0221004	0.510269	0.370007	2.17085	-0.0001297	6.81251	0.210873	0.00518417	-0.0133324	-1.3718	0.110624	
-2.09038	0.759312	-0.204487	7.99684	-0.00361061	-0.0721092	-0.121735	-1.21942	-3.81722	1.98578	1.61019	-0.0474777	0.50411	2.83981	-0.0142651	0.505264	0.314566	2.20362	-0.000127792	6.79694	0.217281	0.00771523	-0.012928	-1.38767	0.106916	
-2.08834	0.761356	-0.204277	7.99888	-0.00361633	-0.0719585	-0.127008	-1.21737	-3.81518	1.95782	1.61223	-0.0460968	0.546154	2.84185	-0.0151939	0.507307	0.316608	2.17566	-0.000133514	6.79898	0.208525	0.00844193	-0.0130825	-1.38563	0.108959	
-2.08684	0.760893	-0.203241	8.00038	-0.0036068	-0.0716896	-0.122803	-1.21588	-3.81368	1.95931	1.61372	-0.0468273	0.507223	2.84335	-0.0145969	0.508802	0.328104	2.17715	-0.000120163	6.80048	0.209595	0.0041275	-0.0128193	-1.37571	0.108034	
-2.08841	0.759203	-0.201651	8.003	-0.00371552	-0.071167	-0.122971	-1.20613	-3.81044	1.95785	1.61573	-0.0511341	0.507586	2.84704	-0.0102787	0.498596	0.311314	2.20202	-8.58307e-05	6.79931	0.211901	-0.000299454	-0.0130157	-1.37694	0.0916004	
-2.0891	0.770149	-0.204615	7.99812	-0.00362396	-0.072134	-0.121717	-1.21814	-3.81594	1.95705	1.62146	-0.0460682	0.505386	2.84109	-0.0147057	0.506542	0.315844	2.19489	-0.0001297	6.79822	0.217522	0.00794983	-0.0130234	-1.38684	0.10745	
-2.08974	0.759958	-0.204615	8.00749	-0.00360107	-0.0720139	-0.12182	-1.21877	-3.81657	1.95642	1.61083	-0.0472374	0.504757	2.84045	-0.0144501	0.505911	0.315212	2.21426	-0.000127792	6.79758	0.217928	0.00772285	-0.0128765	-1.38703	0.106571	
