-2.0700000000000003 -1.929 -1.788 4.10611e-03 -5.04910e-04 2.82197e-03 -1.87719e-04 -2.65605e-03 1.21106e-03 2.95126e-03 -2.37012e-04 5.42268e-02 -1.23395e-02 3.45952e-03 -3.29976e-04 6.26054e-03 -1.11043e-03 
-1.788 -1.6474999999999997 -1.507 2.09585e-02 -2.17733e-03 1.69548e-02 -7.88265e-04 -5.26554e-04 5.41589e-03 1.74556e-02 -1.01335e-03 1.73761e-01 -5.37384e-02 1.88496e-02 -1.39631e-03 2.77224e-02 -4.88675e-03 
-1.507 -1.3659999999999999 -1.2249999999999999 6.25588e-02 -3.67124e-03 5.55051e-02 -1.31672e-03 2.45784e-02 9.23807e-03 5.61766e-02 -1.70492e-03 3.41214e-01 -9.09513e-02 5.91110e-02 -2.33149e-03 7.36692e-02 -8.30307e-03 
-1.2249999999999999 -1.0839999999999999 -0.9429999999999998 1.29200e-01 -4.80424e-03 1.17239e-01 -1.70305e-03 6.66763e-02 1.21753e-02 1.19321e-01 -2.22120e-03 5.60038e-01 -1.19581e-01 1.22314e-01 -3.02819e-03 1.50527e-01 -1.09003e-02 
-0.9429999999999998 -0.8025 -0.6619999999999999 2.06183e-01 -6.22535e-03 1.94685e-01 -2.25332e-03 1.45819e-01 1.54445e-02 1.96731e-01 -2.91962e-03 6.14476e-01 -1.52807e-01 1.99494e-01 -3.95835e-03 2.27597e-01 -1.40003e-02 
-0.6619999999999999 -0.5209999999999999 -0.37999999999999995 2.59707e-01 -7.06728e-03 2.67874e-01 -2.53036e-03 3.01970e-01 1.76973e-02 2.66662e-01 -3.28487e-03 -4.08402e-02 -1.74846e-01 2.63895e-01 -4.48385e-03 2.45027e-01 -1.59293e-02 
-0.37999999999999995 -0.23899999999999993 -0.09799999999999992 3.40561e-01 -7.92579e-03 3.41141e-01 -2.86793e-03 3.43588e-01 1.95875e-02 3.41177e-01 -3.70706e-03 3.06133e-01 -1.94743e-01 3.40730e-01 -5.05925e-03 3.40446e-01 -1.77430e-02 
-0.09799999999999992 0.04250000000000004 0.18300000000000005 3.74102e-01 -8.79219e-03 3.88770e-01 -3.20980e-03 4.48890e-01 2.15326e-02 3.85704e-01 -4.12279e-03 -1.38619e-01 -2.15328e-01 3.82905e-01 -5.65204e-03 3.46825e-01 -1.95579e-02 
0.18300000000000005 0.32400000000000007 0.465 4.02407e-01 -9.77022e-03 4.11449e-01 -3.40460e-03 4.66849e-01 2.36262e-02 4.12111e-01 -4.60892e-03 -2.93035e-02 -2.37646e-01 4.04517e-01 -6.01621e-03 3.78266e-01 -2.15977e-02 
0.465 0.606 0.747 3.87152e-01 -9.29338e-03 4.10539e-01 -3.35648e-03 5.05421e-01 2.32263e-02 4.05219e-01 -4.28321e-03 -4.06677e-01 -2.31007e-01 4.01857e-01 -6.00199e-03 3.42874e-01 -2.08348e-02 
0.747 0.8875 1.028 3.55199e-01 -9.06624e-03 3.78315e-01 -3.15357e-03 4.73561e-01 2.31464e-02 3.74433e-01 -4.12861e-03 -4.87309e-01 -2.27847e-01 3.68058e-01 -5.72598e-03 3.14682e-01 -2.06089e-02 
1.028 1.169 1.31 3.34385e-01 -9.19963e-03 3.34083e-01 -3.22652e-03 3.39100e-01 2.31645e-02 3.34611e-01 -4.22085e-03 3.16238e-01 -2.29861e-01 3.33870e-01 -5.81055e-03 3.32585e-01 -2.06945e-02 
1.31 1.451 1.592 2.66928e-01 -9.18441e-03 2.64670e-01 -3.08118e-03 2.58769e-01 2.40621e-02 2.66186e-01 -4.10153e-03 2.97593e-01 -2.34989e-01 2.64353e-01 -5.69804e-03 2.72511e-01 -2.10728e-02 
1.592 1.7325000000000002 1.873 1.84334e-01 -1.06130e-02 1.81660e-01 -3.09295e-03 1.73493e-01 3.02357e-02 1.83068e-01 -4.38332e-03 2.41461e-01 -2.86300e-01 1.81753e-01 -6.25780e-03 1.89894e-01 -2.54748e-02 
1.873 2.155 2.437 7.97673e-02 -5.64133e-03 7.38342e-02 -1.65354e-03 5.03819e-02 1.63070e-02 7.54723e-02 -2.28440e-03 2.68729e-01 -1.54962e-01 7.56961e-02 -3.39026e-03 9.13516e-02 -1.34747e-02 
2.437 2.7184999999999997 3.0 7.22733e-03 -1.17728e-03 6.13259e-03 -4.14241e-04 7.46484e-04 3.05277e-03 6.18650e-03 -5.26614e-04 5.63910e-02 -3.01533e-02 6.74356e-03 -7.60861e-04 9.37541e-03 -2.67572e-03 
