-2.1980000000000004 -1.9015000000000002 -1.6050000000000002 6.25166e-03 6.13368e-04 4.74092e-03 1.08784e-03 6.82927e-03 4.49450e-04 4.91840e-03 9.73570e-04 6.82045e-03 4.69503e-04 6.24886e-03 6.59951e-04 6.34291e-03 5.74529e-04 
-1.6050000000000002 -1.464 -1.323 3.55386e-02 1.82732e-03 3.28581e-02 3.18529e-03 3.66117e-02 1.36114e-03 3.27961e-02 2.88342e-03 3.66936e-02 1.40936e-03 3.57531e-02 1.94165e-03 3.55505e-02 1.72625e-03 
-1.323 -1.1824999999999997 -1.0419999999999998 7.80926e-02 2.28506e-03 7.73812e-02 3.96877e-03 7.84705e-02 1.69954e-03 7.72587e-02 3.61378e-03 7.84522e-02 1.75822e-03 7.82484e-02 2.41580e-03 7.81643e-02 2.16090e-03 
-1.0419999999999998 -0.9009999999999998 -0.7599999999999998 1.24610e-01 2.78098e-03 1.23154e-01 4.83818e-03 1.25406e-01 2.04969e-03 1.22494e-01 4.43476e-03 1.25502e-01 2.11975e-03 1.25030e-01 2.92357e-03 1.24514e-01 2.63206e-03 
-0.7599999999999998 -0.6189999999999998 -0.4779999999999998 1.77891e-01 3.06045e-03 1.78785e-01 5.32123e-03 1.77362e-01 2.30152e-03 1.78297e-01 4.88375e-03 1.77716e-01 2.33047e-03 1.78061e-01 3.21378e-03 1.77371e-01 2.96787e-03 
-0.4779999999999998 -0.33749999999999997 -0.1969999999999999 2.26450e-01 3.81698e-03 2.27480e-01 6.74761e-03 2.26036e-01 2.75339e-03 2.27337e-01 6.15054e-03 2.26068e-01 2.87146e-03 2.26510e-01 4.03757e-03 2.26408e-01 3.58285e-03 
-0.1969999999999999 -0.05599999999999988 0.08500000000000008 2.65861e-01 3.69799e-03 2.62192e-01 6.46253e-03 2.66850e-01 2.70482e-03 2.64336e-01 5.89649e-03 2.66511e-01 2.81441e-03 2.64931e-01 3.90789e-03 2.66525e-01 3.48036e-03 
0.08500000000000008 0.2260000000000001 0.3670000000000001 3.00400e-01 4.31230e-03 2.95796e-01 7.61996e-03 3.01364e-01 3.10336e-03 2.98406e-01 6.93155e-03 3.01361e-01 3.24967e-03 3.00461e-01 4.51454e-03 3.00875e-01 4.03869e-03 
0.3670000000000001 0.5075000000000001 0.6480000000000001 3.32685e-01 4.32561e-03 3.27737e-01 7.61328e-03 3.33343e-01 3.14141e-03 3.31039e-01 6.88401e-03 3.33389e-01 3.29453e-03 3.31644e-01 4.61390e-03 3.33191e-01 4.04009e-03 
0.6480000000000001 0.7890000000000001 0.93 3.40759e-01 4.59930e-03 3.36354e-01 8.10100e-03 3.41111e-01 3.32578e-03 3.39889e-01 7.35733e-03 3.41135e-01 3.48339e-03 3.39576e-01 4.88738e-03 3.41295e-01 4.30263e-03 
0.93 1.071 1.212 3.37534e-01 4.48890e-03 3.31721e-01 7.84566e-03 3.38754e-01 3.27237e-03 3.34545e-01 7.16156e-03 3.38811e-01 3.41216e-03 3.36717e-01 4.74551e-03 3.37986e-01 4.21814e-03 
1.212 1.3525 1.493 3.24215e-01 4.04776e-03 3.25622e-01 6.98836e-03 3.23201e-01 2.99304e-03 3.25940e-01 6.40831e-03 3.23486e-01 3.10516e-03 3.24224e-01 4.25824e-03 3.23963e-01 3.82237e-03 
1.493 1.6340000000000001 1.7750000000000001 2.96731e-01 3.85010e-03 3.06459e-01 6.63637e-03 2.93244e-01 2.85090e-03 3.03686e-01 6.11427e-03 2.93792e-01 2.94664e-03 2.97792e-01 4.03161e-03 2.95645e-01 3.64862e-03 
1.7750000000000001 1.9160000000000001 2.057 2.49076e-01 4.00721e-03 2.55469e-01 6.94315e-03 2.47548e-01 2.94368e-03 2.52634e-01 6.41748e-03 2.47569e-01 3.03983e-03 2.49885e-01 4.18432e-03 2.48498e-01 3.80066e-03 
2.057 2.1975000000000002 2.338 1.95238e-01 3.76079e-03 2.02315e-01 6.46001e-03 1.93954e-01 2.78905e-03 1.97996e-01 6.00531e-03 1.94088e-01 2.86498e-03 1.96728e-01 3.90619e-03 1.94341e-01 3.58676e-03 
2.338 2.6199999999999997 2.9019999999999997 1.08687e-01 2.30902e-03 1.13866e-01 3.83959e-03 1.07669e-01 1.79673e-03 1.11186e-01 3.56114e-03 1.07587e-01 1.82818e-03 1.09401e-01 2.39840e-03 1.08038e-01 2.23273e-03 
2.9019999999999997 3.1834999999999996 3.465 2.10452e-02 1.43894e-03 2.19455e-02 2.32235e-03 2.08142e-02 1.18369e-03 2.21080e-02 2.12752e-03 2.05887e-02 1.18672e-03 2.07703e-02 1.50256e-03 2.12402e-02 1.40865e-03 
