-2.915 -2.774 -2.633 1.96926e-02 1.07988e-04 1.97395e-02 1.07835e-04 1.96266e-02 1.07956e-04 1.97045e-02 1.08160e-04 1.96831e-02 1.07853e-04 1.97276e-02 1.07665e-04 1.96361e-02 1.08093e-04 
-2.633 -2.3515 -2.07 6.45412e-02 1.03513e-04 6.43331e-02 1.03568e-04 6.46465e-02 1.03376e-04 6.45581e-02 1.03591e-04 6.45281e-02 1.03453e-04 6.43170e-02 1.03495e-04 6.46599e-02 1.03439e-04 
-2.07 -1.929 -1.788 1.25404e-01 1.70823e-04 1.24889e-01 1.71294e-04 1.25729e-01 1.70412e-04 1.25417e-01 1.70970e-04 1.25392e-01 1.70709e-04 1.24875e-01 1.71153e-04 1.25740e-01 1.70530e-04 
-1.788 -1.6475 -1.507 1.70326e-01 1.90982e-04 1.69899e-01 1.92257e-04 1.70588e-01 1.90030e-04 1.70336e-01 1.91151e-04 1.70318e-01 1.90850e-04 1.69889e-01 1.92091e-04 1.70596e-01 1.90164e-04 
-1.507 -1.366 -1.225 2.13935e-01 2.09658e-04 2.13952e-01 2.12483e-04 2.13878e-01 2.07631e-04 2.13939e-01 2.09842e-04 2.13932e-01 2.09516e-04 2.13948e-01 2.12302e-04 2.13881e-01 2.07774e-04 
-1.225 -1.084 -0.943 2.54412e-01 2.34849e-04 2.55160e-01 2.41618e-04 2.53823e-01 2.30144e-04 2.54413e-01 2.35036e-04 2.54411e-01 2.34704e-04 2.55159e-01 2.41436e-04 2.53824e-01 2.30292e-04 
-0.943 -0.8025 -0.662 2.89433e-01 2.73855e-04 2.91101e-01 2.88513e-04 2.88170e-01 2.63780e-04 2.89429e-01 2.74092e-04 2.89436e-01 2.73669e-04 2.91104e-01 2.88266e-04 2.88167e-01 2.63961e-04 
-0.662 -0.521 -0.38 3.15353e-01 2.99830e-04 3.17786e-01 3.18988e-04 3.13530e-01 2.86662e-04 3.15344e-01 3.00102e-04 3.15359e-01 2.99619e-04 3.17794e-01 3.18698e-04 3.13524e-01 2.86864e-04 
-0.38 -0.239 -0.098 3.29397e-01 3.06303e-04 3.32060e-01 3.24729e-04 3.27397e-01 2.93467e-04 3.29385e-01 3.06561e-04 3.29406e-01 3.06101e-04 3.32071e-01 3.24457e-04 3.27387e-01 2.93661e-04 
-0.098 0.0425 0.183 3.29561e-01 2.83913e-04 3.31725e-01 2.95250e-04 3.27929e-01 2.75944e-04 3.29547e-01 2.84110e-04 3.29572e-01 2.83760e-04 3.31738e-01 2.95058e-04 3.27918e-01 2.76100e-04 
0.183 0.324 0.465 3.16769e-01 2.59470e-04 3.18072e-01 2.64319e-04 3.15782e-01 2.56030e-04 3.16756e-01 2.59676e-04 3.16779e-01 2.59310e-04 3.18085e-01 2.64118e-04 3.15772e-01 2.56194e-04 
0.465 0.606 0.747 2.90227e-01 2.46384e-04 2.90261e-01 2.48480e-04 2.90204e-01 2.44919e-04 2.90216e-01 2.46591e-04 2.90236e-01 2.46223e-04 2.90273e-01 2.48277e-04 2.90195e-01 2.45082e-04 
0.747 0.8875 1.028 2.50793e-01 2.31958e-04 2.49471e-01 2.31951e-04 2.51819e-01 2.32052e-04 2.50783e-01 2.32148e-04 2.50800e-01 2.31811e-04 2.49481e-01 2.31766e-04 2.51812e-01 2.32203e-04 
1.028 1.169 1.31 2.02083e-01 2.16115e-04 1.99795e-01 2.14214e-04 2.03874e-01 2.17666e-04 2.02077e-01 2.16282e-04 2.02087e-01 2.15985e-04 1.99801e-01 2.14054e-04 2.03870e-01 2.17800e-04 
1.31 1.451 1.592 1.48658e-01 1.97934e-04 1.46110e-01 1.94594e-04 1.50666e-01 2.00623e-04 1.48655e-01 1.98074e-04 1.48659e-01 1.97825e-04 1.46114e-01 1.94462e-04 1.50664e-01 2.00737e-04 
1.592 1.7325 1.873 9.57201e-02 1.85699e-04 9.36724e-02 1.81563e-04 9.73397e-02 1.89029e-04 9.57197e-02 1.85787e-04 9.57207e-02 1.85632e-04 9.36730e-02 1.81484e-04 9.73398e-02 1.89101e-04 
1.873 2.155 2.437 3.42454e-02 1.37237e-04 3.34917e-02 1.34106e-04 3.48385e-02 1.39725e-04 3.42480e-02 1.37292e-04 3.42434e-02 1.37195e-04 3.34894e-02 1.34058e-04 3.48406e-02 1.39772e-04 
2.437 2.7185 3.0 4.99355e-04 1.91064e-05 4.91805e-04 1.87708e-05 5.05094e-04 1.93645e-05 4.99501e-04 1.91329e-05 4.99242e-04 1.90857e-05 4.91666e-04 1.87454e-05 5.05212e-04 1.93858e-05 
