-2.07 -1.929 -1.788 6.71937e-02 2.22072e-03 6.37293e-02 3.77339e-03 6.83976e-02 1.72932e-03 6.48221e-02 3.25753e-03 6.82822e-02 1.78659e-03 6.68824e-02 2.39650e-03 6.75543e-02 2.08620e-03 
-1.788 -1.6475 -1.507 1.24237e-01 2.73771e-03 1.23258e-01 4.66970e-03 1.24638e-01 2.11321e-03 1.22700e-01 4.03820e-03 1.24940e-01 2.18859e-03 1.24768e-01 2.95400e-03 1.23962e-01 2.56589e-03 
-1.507 -1.366 -1.225 1.92415e-01 3.51446e-03 1.93867e-01 6.11586e-03 1.91984e-01 2.64969e-03 1.92981e-01 5.25272e-03 1.92154e-01 2.76832e-03 1.92857e-01 3.82237e-03 1.92176e-01 3.26289e-03 
-1.225 -1.084 -0.943 2.58397e-01 3.61056e-03 2.59210e-01 6.12901e-03 2.57952e-01 2.79104e-03 2.59775e-01 5.31223e-03 2.57780e-01 2.89143e-03 2.58001e-01 3.88815e-03 2.58644e-01 3.38507e-03 
-0.943 -0.8025 -0.662 3.13503e-01 4.35704e-03 3.14626e-01 7.54436e-03 3.12841e-01 3.28195e-03 3.14707e-01 6.50663e-03 3.15238e-01 3.34590e-03 3.13480e-01 4.72627e-03 3.13386e-01 4.04740e-03 
-0.662 -0.521 -0.38 3.45941e-01 4.57093e-03 3.39102e-01 7.96331e-03 3.48102e-01 3.42917e-03 3.42551e-01 6.82302e-03 3.47566e-01 3.60031e-03 3.44442e-01 4.98991e-03 3.46969e-01 4.22699e-03 
-0.38 -0.239 -0.098 3.78150e-01 4.84028e-03 3.77605e-01 8.41557e-03 3.77742e-01 3.64139e-03 3.79518e-01 7.18768e-03 3.77640e-01 3.83061e-03 3.77287e-01 5.29958e-03 3.78493e-01 4.46767e-03 
-0.098 0.0425 0.183 3.75502e-01 5.08681e-03 3.70995e-01 8.79590e-03 3.76749e-01 3.83032e-03 3.73592e-01 7.55524e-03 3.76479e-01 4.02327e-03 3.74589e-01 5.54519e-03 3.76161e-01 4.70549e-03 
0.183 0.324 0.465 3.83744e-01 4.73028e-03 3.95092e-01 7.86084e-03 3.78885e-01 3.65013e-03 3.92951e-01 6.90525e-03 3.79521e-01 3.80615e-03 3.84344e-01 5.04774e-03 3.82678e-01 4.41109e-03 
0.465 0.606 0.747 3.30993e-01 4.66502e-03 3.29074e-01 7.91143e-03 3.31883e-01 3.58868e-03 3.29700e-01 6.85468e-03 3.31632e-01 3.73449e-03 3.30648e-01 5.03550e-03 3.31336e-01 4.35650e-03 
0.747 0.8875 1.028 2.77193e-01 4.75894e-03 2.76171e-01 8.12852e-03 2.78127e-01 3.62780e-03 2.74956e-01 7.06667e-03 2.78242e-01 3.77291e-03 2.77825e-01 5.12356e-03 2.76953e-01 4.44564e-03 
1.028 1.169 1.31 2.23436e-01 4.60697e-03 2.27851e-01 7.77920e-03 2.22549e-01 3.56301e-03 2.25227e-01 6.79459e-03 2.22626e-01 3.68172e-03 2.24358e-01 4.93212e-03 2.22972e-01 4.33133e-03 
1.31 1.451 1.592 1.51332e-01 4.46558e-03 1.51139e-01 7.03900e-03 1.52153e-01 3.71168e-03 1.49873e-01 6.23303e-03 1.52016e-01 3.76311e-03 1.51813e-01 4.70322e-03 1.51326e-01 4.29437e-03 
1.592 1.7325 1.873 9.31338e-02 4.46999e-03 1.00431e-01 6.34177e-03 9.01706e-02 4.05979e-03 9.68658e-02 5.70011e-03 9.14092e-02 4.03826e-03 9.46835e-02 4.63733e-03 9.12086e-02 4.42532e-03 
1.873 2.155 2.437 2.12357e-02 1.49694e-03 2.15784e-02 2.33385e-03 2.11580e-02 1.27670e-03 2.14461e-02 2.05435e-03 2.11382e-02 1.28043e-03 2.12719e-02 1.57623e-03 2.12458e-02 1.45599e-03 
2.437 2.7185 3.0 2.06006e-04 6.18889e-05 1.86972e-04 7.37690e-05 2.15118e-04 6.37618e-05 2.12164e-04 6.92709e-05 1.99264e-04 6.01051e-05 1.80940e-04 5.74716e-05 2.21260e-04 6.60748e-05 
