-2.08679	0.762089	-0.204626	8.00066	-0.00358963	-0.0727768	-0.425648	-0.0771599	-0.125221	-1.21988	-3.81379	1.95473	1.61211	-0.0468388	0.00500488	0.329794	0.509548	2.83931	-0.0129871	0.502768	0.0664139	0.0309811	-1.37764	20.6838	0.504934	0.351946	2.22718	0.0435009	0.275845	0.494631	-0.268101	-0.000131607	6.80229	0.212994	0.00780296	-0.0124569	-1.38156	0.104509	0.321983	-0.382854	
-2.0898	0.770103	-0.200193	7.99415	-0.00371742	-0.0739555	-0.418602	-0.0766468	-0.121212	-1.21518	-3.83187	1.95575	1.70311	-0.049778	-0.00246429	0.342138	0.487951	2.84303	-0.00723839	0.494152	0.0587044	0.0484638	-1.37	20.6818	0.501652	0.311356	2.23228	0.0485306	0.271864	0.506592	-0.26733	-0.000112534	6.79509	0.211273	-0.0218945	-0.0138569	-1.38778	0.0828762	0.322254	-0.38682	
-2.0881	0.760061	-0.20118	7.99913	-0.00363541	-0.0721188	-0.425047	-0.0770702	-0.121222	-1.21713	-3.81494	1.95806	1.61247	-0.0479164	0.00731468	0.344967	0.506397	2.84209	-0.0147934	0.50296	0.0647221	0.0306683	-1.36822	20.6847	0.507549	0.316326	2.2359	0.0478802	0.271023	0.517895	-0.275297	-0.000125885	6.77847	0.216845	0.00675964	-0.0128746	-1.38708	0.1063	0.324604	-0.385925	
-2.09038	0.759312	-0.204487	7.99684	-0.00361061	-0.0721092	-0.425932	-0.0770321	-0.121735	-1.21942	-3.81722	1.95578	1.61019	-0.0474777	0.00798607	0.343245	0.50411	2.83981	-0.0142651	0.500673	0.0634918	0.0310993	-1.38051	20.6824	0.515266	0.334564	2.23362	0.0457306	0.298738	0.495609	-0.275574	-0.000127792	6.79694	0.217281	0.00771523	-0.012928	-1.38767	0.106916	0.324099	-0.38821	
-2.09012	0.759577	-0.20434	7.9971	-0.00361633	-0.0720596	-0.423378	-0.0770168	-0.121555	-1.19915	-3.81696	1.95604	1.61045	-0.0473633	0.00809097	0.34351	0.514376	2.84007	-0.0143852	0.510939	0.063673	0.0312958	-1.38024	20.6827	0.505529	0.314831	2.24388	0.0459957	0.269003	0.495874	-0.275309	-0.000127792	6.7972	0.217279	0.00767517	-0.0129013	-1.38741	0.106892	0.324364	-0.387945	
-2.05313	0.76207	-0.20463	7.98609	-0.00353241	-0.0721359	-0.424377	-0.0768337	-0.119909	-1.21191	-3.81723	1.96056	1.60722	-0.0450783	0.00891876	0.356636	0.504969	2.83476	-0.0185432	0.50457	0.0646	0.0345707	-1.38097	20.6806	0.507799	0.323729	2.22918	0.0388393	0.277975	0.492653	-0.276825	-0.000114441	6.79392	0.216646	0.00163841	-0.0134945	-1.3748	0.10755	0.324303	-0.393499	
-2.08204	0.759584	-0.204336	8.00638	-0.00362587	-0.0702152	-0.423214	-0.0772343	-0.123922	-1.21554	-3.80945	1.96377	1.61154	-0.0413761	0.00362206	0.337284	0.494846	2.84377	-0.0153027	0.506237	0.0612526	0.0333061	-1.36557	20.6915	0.515543	0.319962	2.2295	0.0500469	0.276426	0.498009	-0.28389	-0.000144958	6.80154	0.2166	0.000406265	-0.0133667	-1.38579	0.106306	0.295368	-0.383831	
-2.08911	0.759121	-0.203445	7.99776	-0.00367737	-0.071703	-0.423767	-0.0770588	-0.12001	-1.21609	-3.81516	1.95903	1.61457	-0.0453606	0.00840187	0.344229	0.504044	2.84266	-0.0160942	0.503017	0.0619354	0.0337238	-1.36769	20.6862	0.508375	0.313936	2.23654	0.0488968	0.269709	0.498632	-0.28923	-0.000137329	6.79835	0.214111	0.00979233	-0.0136261	-1.3852	0.106371	0.333633	-0.386831	
-2.07961	0.759308	-0.204092	7.99761	-0.00360298	-0.072052	-0.425543	-0.0770721	-0.121464	-1.21864	-3.81645	1.95655	1.61096	-0.047369	0.00784683	0.364017	0.504885	2.85058	-0.0119553	0.501448	0.0636024	0.0318737	-1.37974	20.6832	0.506041	0.315342	2.23439	0.0456352	0.269514	0.496386	-0.274799	-0.000127792	6.79771	0.216316	0.00694466	-0.0132256	-1.3869	0.107021	0.324873	-0.387436	
-2.08626	0.757807	-0.205635	8.00122	-0.00356293	-0.0711193	-0.426331	-0.0770741	-0.121023	-1.21619	-3.81941	1.95584	1.60873	-0.045311	0.00742912	0.340456	0.50304	2.83688	-0.0165596	0.503687	0.0612106	0.0346584	-1.3823	20.6787	0.508686	0.344757	2.22369	0.0446739	0.274324	0.498825	-0.276278	-9.15527e-05	6.83724	0.218903	0.00341034	-0.012989	-1.38207	0.0967274	0.323532	-0.385019	
-2.08999	0.759706	-0.204546	8.01723	-0.00360298	-0.0720463	-0.425802	-0.0770454	-0.121805	-1.21902	-3.81683	1.95617	1.61058	-0.0474911	0.00788116	0.343639	0.504503	2.8402	-0.0140991	0.501066	0.0635643	0.0313492	-1.35011	20.6828	0.505657	0.314959	2.23401	0.0461235	0.269131	0.496004	-0.275181	-0.000127792	6.79733	0.217144	0.00753975	-0.0129604	-1.38728	0.107	0.324492	-0.387817	
-2.08516	0.760437	-0.205915	8.00858	-0.0036335	-0.0712967	-0.42535	-0.0770874	-0.120466	-1.21243	-3.81338	1.95461	1.61437	-0.0450993	0.00756454	0.339718	0.509024	2.83582	-0.0147934	0.503214	0.0688953	0.0324669	-1.37511	20.6955	0.509501	0.315447	2.239	0.0373726	0.273161	0.500748	-0.271494	-8.58307e-05	6.80125	0.210358	-0.00968742	-0.0126972	-1.37108	0.106627	0.320623	-0.400042	
-2.08518	0.762852	-0.20421	7.99749	-0.00352097	-0.072052	-0.422689	-0.077076	-0.122967	-1.22517	-3.81475	1.95683	1.61452	-0.0494289	0.00761604	0.33884	0.509832	2.84712	-0.0126591	0.505993	0.0692844	0.0321007	-1.37774	20.6833	0.509007	0.317753	2.23804	0.0443325	0.270712	0.521023	-0.289738	-0.000133514	6.79604	0.222813	-0.00502396	-0.0134563	-1.38702	0.1008	0.33025	-0.382776	
-2.09185	0.764658	-0.201145	7.99562	-0.00402069	-0.0728912	-0.419445	-0.077076	-0.122053	-1.21247	-3.81774	1.96474	1.60782	-0.0482044	0.00357437	0.349619	0.481422	2.83991	-0.0149956	0.503935	0.0600758	0.0353909	-1.35974	20.6857	0.511295	0.313236	2.23557	0.0487061	0.283663	0.494526	-0.270639	-0.000125885	6.78196	0.215687	0.00777817	-0.0129471	-1.39153	0.107988	0.325672	-0.371445	
-2.07854	0.761848	-0.205313	7.99833	-0.0036087	-0.0723553	-0.426876	-0.0768948	-0.122955	-1.21713	-3.81519	1.95702	1.61235	-0.0473442	0.00914955	0.344046	0.505157	2.84213	-0.0157394	0.502651	0.0622959	0.0337467	-1.36909	20.6846	0.507187	0.315901	2.24598	0.0463009	0.270395	0.497999	-0.273151	-0.0001297	6.7985	0.216429	0.00668526	-0.0127945	-1.38675	0.107254	0.304508	-0.376135	
-2.07924	0.756897	-0.210554	8.00281	-0.00314331	-0.0716801	-0.431969	-0.0765285	-0.121868	-1.21197	-3.81495	1.97186	1.61941	-0.0456104	0.0053463	0.350494	0.50425	2.83178	-0.0124969	0.509972	0.0612259	0.0355968	-1.37366	20.6875	0.50559	0.295624	2.24053	0.0307159	0.269922	0.503473	-0.275206	-0.000143051	6.81857	0.216955	-0.00882339	-0.0131283	-1.38085	0.107637	0.322031	-0.387777	
-2.08855	0.762545	-0.20376	7.99971	-0.00363159	-0.0720387	-0.424177	-0.0769005	-0.122585	-1.2179	-3.81681	1.95587	1.61109	-0.0479794	0.00742531	0.340139	0.505854	2.83925	-0.017786	0.490898	0.0657845	0.0343666	-1.37784	20.6844	0.507576	0.314505	2.25432	0.0449371	0.270073	0.497709	-0.277891	-0.000120163	6.80772	0.217445	0.00603867	-0.0134964	-1.38271	0.109373	0.330452	-0.382395	
-2.09038	0.759312	-0.204487	7.99684	-0.00361061	-0.0721092	-0.425932	-0.0770321	-0.121735	-1.20942	-3.81722	1.95578	1.61019	-0.0474777	0.00798607	0.343245	0.50411	2.83981	-0.0142651	0.500673	0.0634918	0.0310993	-1.38051	20.6824	0.505264	0.314566	2.28362	0.0457306	0.268738	0.495609	-0.275574	-0.000127792	6.79694	0.217281	0.00771523	-0.012928	-1.38767	0.106916	0.324099	-0.38821	
-2.08514	0.755884	-0.203743	8.00354	-0.00379753	-0.0702763	-0.423344	-0.0772362	-0.122721	-1.21528	-3.81095	1.96057	1.61625	-0.0381832	0.00658417	0.331877	0.493807	2.84602	-0.0146656	0.505375	0.0626469	0.0377445	-1.37253	20.6891	0.511753	0.315363	2.24038	0.0451508	0.271383	0.502436	-0.289341	-0.000133514	6.79999	0.212936	0.00376511	-0.0133133	-1.38696	0.098175	0.326342	-0.38328	
-2.08979	0.759901	-0.2033	7.99743	-0.00361824	-0.0721092	-0.425791	-0.0770226	-0.121742	-1.21883	-3.81663	1.95636	1.61077	-0.0473938	0.00798035	0.343834	0.504698	2.8404	-0.0140667	0.501261	0.0631752	0.0359077	-1.36992	20.683	0.505854	0.325155	2.23421	0.0460358	0.289328	0.496199	-0.275866	-0.0001297	6.79753	0.216719	0.00817108	-0.0129433	-1.38708	0.107401	0.324686	-0.387623	
-2.08743	0.76021	-0.204481	7.9998	-0.00358772	-0.071785	-0.425529	-0.0770683	-0.121891	-1.21646	-3.81426	1.95873	1.61314	-0.0478287	0.00717735	0.34363	0.505262	2.84276	-0.0137787	0.51363	0.0637913	0.0342999	-1.35755	20.6854	0.508221	0.315966	2.23657	0.0455894	0.271694	0.498566	-0.275715	-0.000131607	6.79989	0.218344	-0.00256157	-0.0131607	-1.3871	0.106348	0.306303	-0.385252	
