PdfType: central
Format: lhagrid1
---
5.000000e-06 6.469340e-06 8.370580e-06 1.083050e-05 1.401320e-05 1.813100e-05 2.345850e-05 3.035090e-05 3.926760e-05 5.080240e-05 6.572330e-05 8.502270e-05 1.099830e-04 1.422610e-04 1.839950e-04 2.379440e-04 3.076670e-04 3.977440e-04 5.140700e-04 6.642160e-04 8.578820e-04 1.107470e-03 1.428790e-03 1.847940e-03 2.379570e-03 3.060350e-03 3.929800e-03 5.036510e-03 6.439470e-03 8.208290e-03 1.042490e-02 1.318030e-02 1.657460e-02 2.071300e-02 2.570030e-02 3.166080e-02 3.860010e-02 4.666620e-02 5.587900e-02 6.626100e-02 7.781050e-02 9.050080e-02 1.042750e-01 1.191680e-01 1.349350e-01 1.516740e-01 1.692700e-01 1.876580e-01 2.067780e-01 2.265720e-01 2.469860e-01 2.679650e-01 2.894600e-01 3.112310e-01 3.336210e-01 3.564040e-01 3.795630e-01 4.031000e-01 4.269440e-01 4.510730e-01 4.754690e-01 5.001130e-01 5.249900e-01 5.500860e-01 5.753850e-01 6.009230e-01 6.264810e-01 6.523530e-01 6.783700e-01 7.045280e-01 7.308230e-01 7.572480e-01 7.837670e-01 8.105000e-01 8.372600e-01 8.641380e-01 8.911230e-01 9.182080e-01 9.453860e-01 9.726560e-01 1.000000e+00 
1.300001e+00 1.494260e+00 1.736730e+00 2.042900e+00 2.434360e+00 2.941690e+00 3.608810e+00 4.500000e+00 5.866040e+00 7.828770e+00 1.071920e+01 1.509180e+01 2.190300e+01 3.285630e+01 5.109270e+01 8.262520e+01 1.394400e+02 2.465070e+02 4.583780e+02 9.005800e+02 1.878640e+03 4.183110e+03 1.000000e+04 
-5 -4 -3 -2 -1 1 2 3 4 5 21
4.64415745e-310 2.13345924e-04 7.85438590e-01 7.85319382e-01 7.73990399e-01 7.74432413e-01 7.86121341e-01 7.85438590e-01 2.13345924e-04 0.00000000e+00 -1.31417672e+00
4.64415745e-310 6.29887953e-02 8.41687623e-01 8.42255244e-01 8.30712876e-01 8.31205735e-01 8.43158882e-01 8.41687623e-01 6.29887953e-02 0.00000000e+00 7.65064013e-01
4.64415745e-310 1.55553410e-01 9.27670404e-01 9.28919677e-01 9.17162028e-01 9.17722258e-01 9.29930862e-01 9.27670404e-01 1.55553410e-01 0.00000000e+00 3.71816619e+00
4.64415745e-310 2.82155531e-01 1.04786661e+00 1.04979160e+00 1.03783048e+00 1.03844624e+00 1.05091133e+00 1.04786661e+00 2.82155531e-01 0.00000000e+00 7.73072473e+00
4.64415745e-310 4.47828027e-01 1.20726773e+00 1.20986264e+00 1.19769921e+00 1.19838052e+00 1.21110085e+00 1.20726773e+00 4.47828027e-01 0.00000000e+00 1.30023972e+01
4.64415745e-310 6.58082232e-01 1.41136701e+00 1.41463065e+00 1.40227040e+00 1.40301296e+00 1.41599104e+00 1.41136701e+00 6.58082232e-01 0.00000000e+00 1.97457917e+01
4.64415745e-310 9.18903229e-01 1.66614718e+00 1.67007707e+00 1.65752381e+00 1.65833769e+00 1.67156385e+00 1.66614718e+00 9.18903229e-01 0.00000000e+00 2.81824836e+01
4.64415745e-310 1.23682529e+00 1.97812274e+00 1.98271413e+00 1.96996524e+00 1.97085497e+00 1.98432971e+00 1.97812274e+00 1.23682529e+00 -2.12764801e-02 3.85873952e+01
4.64415745e-310 1.66443044e+00 2.39928450e+00 2.40460574e+00 2.39165464e+00 2.39263043e+00 2.40637450e+00 2.39928450e+00 1.66443044e+00 3.55418586e-01 5.18714313e+01
4.64415745e-310 2.18133690e+00 2.90979494e+00 2.91585708e+00 2.90270204e+00 2.90376553e+00 2.91778635e+00 2.90979494e+00 2.18133690e+00 8.86372502e-01 6.79160927e+01
4.64415745e-310 2.80003585e+00 3.52213157e+00 3.52893364e+00 3.51558064e+00 3.51673575e+00 3.53102913e+00 3.52213157e+00 2.80003585e+00 1.51899162e+00 8.72328369e+01
4.64415745e-310 3.53406185e+00 4.24983076e+00 4.25738721e+00 4.24383835e+00 4.24508726e+00 4.25966281e+00 4.24983076e+00 3.53406185e+00 2.26682138e+00 1.10208784e+02
4.64415745e-310 4.39796817e+00 5.10745738e+00 5.11575335e+00 5.10203718e+00 5.10333881e+00 5.11820285e+00 5.10745738e+00 4.39796817e+00 3.14441322e+00 1.37240433e+02
4.64415745e-310 5.40728742e+00 6.11052147e+00 6.11958668e+00 6.10561656e+00 6.10712272e+00 6.12223077e+00 6.11052147e+00 5.40728742e+00 4.16730380e+00 1.68723435e+02
4.64415745e-310 6.57853291e+00 7.27551531e+00 7.28535754e+00 7.27124975e+00 7.27280332e+00 7.28822709e+00 7.27551531e+00 6.57853291e+00 5.35201052e+00 2.05057265e+02
4.64415745e-310 7.92908660e+00 8.61982631e+00 8.63046949e+00 8.61615045e+00 8.61785405e+00 8.63352546e+00 8.61982631e+00 7.92908660e+00 6.71591982e+00 2.46627119e+02
4.64415745e-310 9.47712227e+00 1.01616867e+01 1.01730942e+01 1.01585671e+01 1.01604085e+01 1.01763973e+01 1.01616867e+01 9.47712227e+00 8.27721990e+00 2.93816279e+02
4.64415745e-310 1.12414181e+01 1.19197974e+01 1.19320565e+01 1.19173725e+01 1.19193109e+01 1.19356139e+01 1.19197974e+01 1.12414181e+01 1.00546622e+01 3.46978525e+02
4.64415745e-310 1.32415569e+01 1.39138344e+01 1.39268490e+01 1.39120054e+01 1.39140881e+01 1.39306787e+01 1.39138344e+01 1.32415569e+01 1.20678273e+01 4.06458089e+02
4.64415745e-310 1.54972517e+01 1.61634276e+01 1.61772175e+01 1.61621839e+01 1.61644417e+01 1.61813033e+01 1.61634276e+01 1.54972517e+01 1.43364941e+01 4.72560633e+02
4.64415745e-310 1.80286596e+01 1.86887316e+01 1.87034011e+01 1.86881932e+01 1.86905518e+01 1.87076984e+01 1.86887316e+01 1.80286596e+01 1.68807915e+01 5.45569808e+02
4.64415745e-310 2.08561176e+01 2.15100545e+01 2.15255223e+01 2.15101756e+01 2.15127488e+01 2.15301387e+01 2.15100545e+01 2.08561176e+01 1.97209703e+01 6.25727197e+02
4.64415745e-310 2.39994117e+01 2.46473138e+01 2.46636068e+01 2.46481067e+01 2.46508051e+01 2.46685147e+01 2.46473138e+01 2.39994117e+01 2.28768928e+01 7.13233144e+02
4.64415745e-310 2.10505926e-04 7.55254721e-01 7.57807205e-01 7.45510032e-01 7.46037990e-01 7.58772874e-01 7.55254721e-01 2.10505926e-04 0.00000000e+00 -1.05173724e+00
4.64415745e-310 6.20549878e-02 8.10714133e-01 8.13986157e-01 8.01460151e-01 8.02057368e-01 8.15071483e-01 8.10714133e-01 6.20549878e-02 0.00000000e+00 9.67437867e-01
4.64415745e-310 1.51929325e-01 8.94144960e-01 8.98131813e-01 8.85393641e-01 8.86059641e-01 8.99345374e-01 8.94144960e-01 1.51929325e-01 0.00000000e+00 3.81172997e+00
4.64415745e-310 2.73630498e-01 1.00957317e+00 1.01426098e+00 1.00131627e+00 1.00205273e+00 1.01560877e+00 1.00957317e+00 2.73630498e-01 0.00000000e+00 7.64806458e+00
4.64415745e-310 4.31663935e-01 1.16146124e+00 1.16685297e+00 1.15370327e+00 1.15451806e+00 1.16833826e+00 1.16146124e+00 4.31663935e-01 0.00000000e+00 1.26544479e+01
4.64415745e-310 6.30940343e-01 1.35470946e+00 1.36079914e+00 1.34745504e+00 1.34834461e+00 1.36242854e+00 1.35470946e+00 6.30940343e-01 0.00000000e+00 1.90184215e+01
